id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365,number_of_reviews,last_review
1136357034774525247,Ferienwohnung mit kleinem Garten,Tudering-Riem,48.1172192647707,11.691506271711887,Entire home/apt,280.0,3,100,4,2024-08-26
1136672763378343417,Double Studio with Gym&Concierge,Aubing-Lochhausen-Langwied,48.13946,11.40921,Entire home/apt,92.0,6,216,2,2024-09-30
1136943681458095296,Wohnung in bester Lage Giesing,Obergiesing,48.11605196528517,11.58353282555991,Entire home/apt,67.0,4,19,4,2024-12-21
1137029009507014010,Zentrale 3 Zi Whg. nahe Isar!,Au-Haidhausen,48.12272,11.57668,Entire home/apt,350.0,1,272,4,2024-10-06
1137042338121807839,Sehr zentrales Appartment mit Balkon,Neuhausen-Nymphenburg,48.14682,11.54167,Entire home/apt,130.0,1,269,3,2024-08-18
1137562862540428468,Exklusive Wohnung,Au-Haidhausen,48.133611210679696,11.600353792878105,Entire home/apt,30.0,2,68,38,2024-12-10
1138133683175503585,Double Studio with Gym&Concierge,Aubing-Lochhausen-Langwied,48.1394609,11.4092089,Entire home/apt,92.0,6,89,2,2024-09-30
1138136265100737752,Double Studio with Gym&Concierge,Aubing-Lochhausen-Langwied,48.1394609,11.4092089,Entire home/apt,92.0,6,178,3,2024-09-28
1139137597492890005,Sunny flat at the English garden,Maxvorstadt,48.150796522088704,11.583814819315643,Entire home/apt,200.0,1,186,8,2024-11-19
1139226626274825250,Cozy City Apartment,Ludwigsvorstadt-Isarvorstadt,48.137608848637576,11.55072994530201,Entire home/apt,169.0,2,240,1,2024-12-23
1139916396177590405,Gemütliche Wohnung / Cozy Flat,Neuhausen-Nymphenburg,48.15667159280657,11.549081064485256,Entire home/apt,364.0,2,83,2,2024-08-25
1139968188193499072,Stylish balcony room Olympiapark,Neuhausen-Nymphenburg,48.16727736502082,11.531858960789751,Private room,69.0,3,85,3,2024-09-01
1140334707338322007,"Exklusive Designer Wohnung, 4 Zimmer, Maxvorstadt",Maxvorstadt,48.15549,11.56015,Entire home/apt,520.0,3,242,16,2024-12-08
1140412412020705550,Studio Apartment in Maxvorstadt (U2 Messe),Maxvorstadt,48.15143985548374,11.567840550196838,Entire home/apt,242.0,1,345,9,2024-12-19
1140434098274476092,Helle Wohnung am Olympia-Park in KW20,Neuhausen-Nymphenburg,48.16659,11.53665,Private room,150.0,1,249,1,2024-05-16
1140469048793345613,Munich Suite in Schwabing Freimann,Schwabing-Freimann,48.20447,11.61009,Entire home/apt,197.0,2,7,0,
1140709836329408964,Cozy 4-room apartment,Feldmoching-Hasenbergl,48.21785786880224,11.556993941878265,Entire home/apt,350.0,1,260,0,
1140753317635563117,Traum-Villa mit Kamin & Garten,Aubing-Lochhausen-Langwied,48.15230030954669,11.421871218001408,Entire home/apt,395.0,3,347,1,2024-10-02
1141268861017517983,LeNi Living - Klein! Fein! Dein!,Maxvorstadt,48.14428651709144,11.560532748699188,Entire home/apt,230.0,1,211,35,2024-12-20
1142482550080811807,"Room ""Aiplspitz"" 606",Ludwigsvorstadt-Isarvorstadt,48.13805319999999,11.5613486,Entire home/apt,127.0,3,104,14,2024-12-09
1143422775246701952,Room in central flatshare,Altstadt-Lehel,48.14679341249767,11.595366708513431,Private room,70.0,7,89,2,2024-09-20
1143611694454000403,Ruhiges Zimmer Nähe Messe und „Open air Area“ Riem,Bogenhausen,48.1488802,11.6389941,Private room,136.0,3,84,13,2024-10-06
1143638616242400123,"Lovely, clean and comfy room.",Feldmoching-Hasenbergl,48.21776,11.5387,Private room,120.0,2,269,1,2024-06-22
1144213992360734439,grosse Wohnung in Bogenhausen,Bogenhausen,48.15717377308744,11.635797818502224,Entire home/apt,131.0,3,33,18,2024-11-14
1144233772780314208,"Ruhige Lage, Nähe Innenstadt",Sendling-Westpark,48.10917,11.52913,Private room,100.0,2,89,12,2024-10-05
1144689706542759469,Stille Oase im Großstadtdschungel,Maxvorstadt,48.15478,11.57122,Entire home/apt,214.0,1,110,2,2024-11-02
1144813907934217578,Modern apartment near Olympia Park,Moosach,48.17928902116505,11.521345526683518,Entire home/apt,150.0,1,90,6,2024-09-01
1144829849740702217,Room in cozy apartment,Au-Haidhausen,48.12849509999999,11.5949909,Private room,75.0,1,21,15,2024-12-15
1144834282813309831,Nice Charming  Room in Munich,Tudering-Riem,48.1060294,11.6667802,Private room,110.0,1,17,11,2024-10-01
1145026510948657101,Charming Apartment - Munich,Moosach,48.18444058548543,11.534468500084651,Entire home/apt,500.0,1,270,0,
1145134504264150692,Sehr Schöne  2 Zimmer Wohnung & Terrasse im Grünen,Bogenhausen,48.16078449280116,11.623857201475005,Entire home/apt,89.0,1,131,31,2024-12-15
1146118612820223971,Wohnung neben Schloß Blutenburg mit eigenem Garten,Pasing-Obermenzing,48.1656,11.45591,Entire home/apt,224.0,1,225,24,2024-12-11
1146412534276827021,Vollausgestattes Appartment in der Au,Au-Haidhausen,48.120433369905655,11.57510083168745,Entire home/apt,79.0,2,70,9,2024-11-14
1146765019946650935,"140m2 
Geräumig und stilvoll am Rande von München",Obergiesing,48.08884764337348,11.594070692492457,Entire home/apt,310.0,3,210,16,2024-11-14
1146964787187308689,Gemütliche Stadtwohnung,Maxvorstadt,48.15163201105075,11.568958244342918,Entire home/apt,170.0,1,265,0,
1147101825218321586,Zimmer in Schwabing-Freimann,Schwabing-Freimann,48.1654758356318,11.590852800000006,Entire home/apt,80.0,2,96,15,2024-09-01
1147126064381147689,"Cómodas Habitaciones con estilo, cerca de Messe",Tudering-Riem,48.11552,11.69494,Private room,105.0,2,264,22,2024-12-05
1147526940089652891,Cozy appartment with balcony,Neuhausen-Nymphenburg,48.14883608262704,11.532838033644287,Entire home/apt,150.0,1,179,2,2024-08-18
1148332399401702319,Munich City Apartment,Altstadt-Lehel,48.13404077336182,11.5815090770251,Entire home/apt,140.0,7,132,1,2024-05-28
1148382367414019161,Soul Apart Suite,Maxvorstadt,48.1432513859361,11.559054180979729,Entire home/apt,600.0,2,73,0,
1148589254253891091,Munich/Nymphenburg/your own room+bath+terrace,Neuhausen-Nymphenburg,48.15063103855453,11.5312479491061,Private room,170.0,1,365,1,2024-06-21
1148700796347741746,Cozy Studio Apartment,Schwabing-West,48.17713,11.57568,Entire home/apt,88.0,2,2,6,2024-10-26
1149026584849462153,"Chambre pour 2, Munich centre",Ludwigsvorstadt-Isarvorstadt,48.1291970683716,11.57611542617722,Private room,130.0,1,258,7,2024-12-04
1149128127968216190,Spacious Apartment,Bogenhausen,48.15135529397007,11.620879922708884,Entire home/apt,207.0,1,84,0,
1149129530567993035,Lichtdurchflutetes WG-Zimmer,Berg am Laim,48.13003,11.61778,Private room,60.0,2,90,1,2024-06-06
1149131324514842753,Apartment Munich Viktualienmarkt,Altstadt-Lehel,48.13534,11.57753,Entire home/apt,170.0,2,100,4,2024-11-10
1149235392166516860,MyRoom-Munich Fair Apartments,Tudering-Riem,48.13269088931557,11.697289900000015,Private room,79.0,1,66,10,2024-10-21
1149703277396486210,2 Gästezimmer mit eigenem Bad,Sendling-Westpark,48.10865,11.53594,Private room,62.0,2,53,0,
1149900893770495877,Appartment in Solln,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07915,11.5052,Entire home/apt,110.0,4,120,2,2024-09-30
1150066828075948751,46 qm² zentral Dachgeschoss,Neuhausen-Nymphenburg,48.1567524,11.5377655,Entire home/apt,170.0,3,258,9,2024-12-18
1150127999828725957,Traum Wohnung im Herzen Münchens,Sendling-Westpark,48.12683988274746,11.532661675041073,Entire home/apt,260.0,1,107,5,2024-09-28
1150588263397770681,Furnished Studio Apt. Schwabing,Schwabing-Freimann,48.17476742657362,11.58522210735019,Entire home/apt,110.0,1,260,4,2024-12-04
1150766751506336695,cute flat next 2 English garden,Schwabing-Freimann,48.16356,11.5875,Entire home/apt,149.0,1,50,41,2024-12-17
1151392186147764702,Ruhiges Apartment in Schwabing,Schwabing-West,48.1646267011464,11.56726886698835,Entire home/apt,113.0,1,46,20,2024-10-07
1151504257590243205,two room flat near center,Sendling,48.120623998736114,11.55098671524297,Entire home/apt,150.0,3,252,9,2024-12-22
1151566334432236517,1st-class 2-Etagen nähe Wiesn,Ludwigsvorstadt-Isarvorstadt,48.1271256,11.5521005,Entire home/apt,400.0,3,259,4,2024-10-06
1151622492450721908,Maison à Munich centre,Ramersdorf-Perlach,48.11452291893978,11.604397338733946,Entire home/apt,137.0,2,24,3,2024-09-22
1152165543045085487,Appartamento carino.,Untergiesing-Harlaching,48.10854072582474,11.570760693041215,Entire home/apt,132.0,2,265,7,2024-11-24
1152587187833409565,Sweet home,Aubing-Lochhausen-Langwied,48.13923432813087,11.420797370374205,Private room,84.0,1,85,5,2024-07-03
1152627462260387834,Deluxe Apartment - Servus Apartments,Obergiesing,48.1171187,11.590608,Entire home/apt,175.0,1,328,35,2024-10-13
1152888706439249691,2 Zimmer Traumwohnung Nähe Zentrum-Isar,Untergiesing-Harlaching,48.1133562,11.5703154,Entire home/apt,146.0,1,35,23,2024-11-13
1153455796091872774,Gemütliches Zimmer mit eig. Bad,Bogenhausen,48.14914196306464,11.658021139014606,Private room,200.0,1,269,5,2024-11-16
1153593198322171277,Bright & Spacious Apartment,Moosach,48.18126737360921,11.513685132020964,Entire home/apt,186.0,1,179,1,2024-05-15
1153720962735010730,"Elegant apartment, Munich.",Bogenhausen,48.1479249,11.6054386,Entire home/apt,529.0,5,186,2,2024-08-21
1154106243356460072,5 Schlafzimmer | 10 Betten,Maxvorstadt,48.15011797832482,11.565891352331551,Entire home/apt,356.0,2,100,4,2024-12-08
1154326796108389181,zentrale 1–Zimmer-Whg mit Balkon,Maxvorstadt,48.152797487027904,11.573214134071256,Entire home/apt,400.0,1,179,0,
1155766315546707359,Sehr gemütliche Wohnung am Glockenbachviertel,Ludwigsvorstadt-Isarvorstadt,48.12800078041808,11.571272228843,Entire home/apt,140.0,1,353,3,2024-12-05
1156243916275172072,Charming flat near M Trade Fair,Tudering-Riem,48.1285498,11.6757343,Entire home/apt,330.0,2,258,14,2024-12-09
1156358661909194458,DD Suites Basic Apartment,Sendling,48.1058513,11.5379585,Private room,109.0,1,338,0,
1156555292111096179,Gemütliches Studio in DHH,Schwabing-Freimann,48.20480611712951,11.608743075426178,Entire home/apt,89.0,1,22,0,
1156646452397886684,Cozy 3 room flat in Munich,Ramersdorf-Perlach,48.11084,11.59828,Entire home/apt,85.0,8,84,1,2024-06-28
1157232594818878396,Central in Maxvorstadt,Maxvorstadt,48.15244506034,11.574257229047742,Private room,136.0,1,5,6,2024-08-15
1157749542249090589,Cozy apartment in city center with balcony,Maxvorstadt,48.14323,11.5591,Entire home/apt,137.0,3,97,9,2024-12-12
1157848599344123545,Hübsche  4 zimmer wohnung,Ramersdorf-Perlach,48.11643,11.59988,Entire home/apt,160.0,30,269,1,2024-07-21
1158065008114712945,Cool Flat With Garden 10’ to CC!,Schwabing-Freimann,48.18254938753844,11.612141252730586,Entire home/apt,200.0,1,269,2,2024-09-23
1158137187959684181,Cozy room in Schwabing West,Schwabing-West,48.16207752932071,11.57334230840206,Private room,70.0,3,263,10,2024-11-18
1158449453116001694,5 min walk to convention center,Tudering-Riem,48.12906,11.68866,Entire home/apt,297.0,1,256,5,2024-12-07
1158564233146408714,City apt. with sunny balcony,Neuhausen-Nymphenburg,48.14621915402444,11.531761769311512,Entire home/apt,159.0,1,54,4,2024-08-31
1158628751354356477,Ground Loft - City,Schwanthalerhöhe,48.13663934027037,11.53529922698366,Entire home/apt,223.0,3,362,0,
1158833301644831268,Charming room in the heart of Munich,Ludwigsvorstadt-Isarvorstadt,48.13606185957823,11.560928374528885,Private room,110.0,1,177,29,2024-12-05
1159285902344384148,Einzimmerappartement,Ludwigsvorstadt-Isarvorstadt,48.13052889999999,11.5781191,Entire home/apt,146.0,2,87,12,2024-09-24
1159366867634019224,München Oase: Stilvolle Wohnung,Milbertshofen-Am Hart,48.181043464309305,11.571768161444185,Entire home/apt,800.0,2,37,6,2024-10-03
1159448457052250358,Sonnige Wohnung nahe Zentrum,Neuhausen-Nymphenburg,48.146021745528095,11.531847599999988,Private room,75.0,1,52,6,2024-10-19
1159922861623637960,Schlafmöglichkeit in Laim,Laim,48.13156,11.51062,Private room,71.0,1,21,46,2024-12-06
1160023279846309329,Studio. 1 double bed+ sofa bed.,Sendling,48.10752584715229,11.54499145405734,Entire home/apt,150.0,1,5,11,2024-10-04
1160057000624935817,Zimmer in einer spezieller Lage,Laim,48.14119864611779,11.515656934520786,Private room,65.0,1,53,27,2024-11-24
1160609940754468682,Cosy apartment for two in Munich,Pasing-Obermenzing,48.13857,11.46336,Entire home/apt,100.0,3,108,3,2024-12-09
1160697318988636354,Schöne ruhige Wohnung,Pasing-Obermenzing,48.172486,11.4723138,Private room,84.0,1,269,0,
1160907536877569841,Große Wohnung im Herzen Münchens,Maxvorstadt,48.15651,11.5679,Entire home/apt,150.0,30,269,0,
1160940661409316720,Schöne Wohnung /Oktoberfestnähe,Sendling,48.110756916866926,11.54936889569398,Entire home/apt,160.0,7,260,0,
1161335253508980588,Maisonette Zimmer Relax,Ludwigsvorstadt-Isarvorstadt,48.1268208,11.5560318,Private room,70.0,1,196,4,2024-08-03
1161343457450480166,Gartenwohnung in München,Ludwigsvorstadt-Isarvorstadt,48.12694,11.55861,Entire home/apt,111.0,1,86,6,2024-12-21
1161411926765244350,Große zentrale Wohnung,Neuhausen-Nymphenburg,48.1561005,11.5313582,Entire home/apt,440.0,2,254,6,2024-12-01
1161531855890023587,Modernes Apartment in Top-Lage!,Tudering-Riem,48.13191,11.69621,Private room,99.0,2,151,4,2024-12-06
1161536115135461477,Helle gemütl. 3 Zi Whg. +2 Balk.,Hadern,48.12743351341169,11.49110218339593,Entire home/apt,140.0,3,20,2,2024-09-30
1161595701180002261,"Munich 2 people WG, 15 square",Bogenhausen,48.1560808,11.6407166,Private room,60.0,1,269,0,
1161605558834195550,Apartment in Schwabing,Neuhausen-Nymphenburg,48.16327482039664,11.538568142223005,Entire home/apt,85.0,2,162,1,2024-08-25
1161639515623358451,Modernes Apartment in München,Neuhausen-Nymphenburg,48.15070212778149,11.535338483331486,Entire home/apt,400.0,1,210,1,2024-08-04
1161678679346418252,Maisonette Wohnung in der City,Ludwigsvorstadt-Isarvorstadt,48.13169,11.57983,Entire home/apt,171.0,3,4,5,2024-10-01
1161728281232380853,"Cozy, private bedroom with special winter garden",Milbertshofen-Am Hart,48.17722362213104,11.567441448569298,Private room,96.0,1,65,36,2024-12-16
1162117265721325528,1-Zimmer-App Zentrum München,Ludwigsvorstadt-Isarvorstadt,48.1365044,11.5591345,Entire home/apt,48.0,182,360,0,
1162170871690284656,Modernes Gästezimmer mit Bad Nähe Messe München,Tudering-Riem,48.11094,11.69987,Private room,95.0,1,252,7,2024-09-01
1162189442677980153,"Luxuswohnung
in Au-Haidhausen",Au-Haidhausen,48.12913,11.59371,Entire home/apt,300.0,3,362,0,
1162413990438594991,Quiet green retreat near Messe,Tudering-Riem,48.13829680903808,11.67914525012623,Entire home/apt,640.0,1,85,1,2024-06-21
1163019612889428210,Tolles WG-Zimmer,Feldmoching-Hasenbergl,48.20019895648389,11.551155962345838,Private room,47.0,2,24,8,2024-10-06
1163100771377869953,Alpine & Munich skyline view apt,Moosach,48.18586,11.49363,Private room,64.0,2,23,5,2024-09-20
1163478720878805118,Zimmer in Neubauwohnnung,Pasing-Obermenzing,48.14934560152689,11.46616056854104,Private room,60.0,1,265,6,2024-11-13
1163479069124483774,Wohnung Schwabing West,Schwabing-West,48.16156534276201,11.566024711172116,Entire home/apt,214.0,3,93,11,2024-12-22
1163662450063627074,Bequim in einer Ruhige Lage,Schwabing-Freimann,48.1725699,11.592368,Entire home/apt,170.0,10,13,0,
1163688686188362557,Zimmer - Nähe München Zentrum,Aubing-Lochhausen-Langwied,48.1562,11.41895,Private room,100.0,1,269,3,2024-09-28
1163692414434986677,Homely Stay Studio3 - with historical mural,Obergiesing,48.11337,11.5779,Entire home/apt,86.0,1,357,2,2024-11-07
1163838989559943356,1 Bedroom Apartment in the center of Munich,Ludwigsvorstadt-Isarvorstadt,48.1377,11.56228,Entire home/apt,154.0,1,274,5,2024-12-01
1164245004632890918,ab 35 € p.P./night: Room close to Olympia/BMW/CBD,Milbertshofen-Am Hart,48.17823301024223,11.564329248052934,Private room,73.0,1,12,45,2024-12-21
1164253693034521101,Sunny Loft in Central Munich,Schwanthalerhöhe,48.13544742865958,11.545926891879224,Entire home/apt,279.0,2,15,8,2024-09-29
1164258490750285509,Apartment City Centre,Schwabing-Freimann,48.16253592218064,11.587307363247502,Entire home/apt,280.0,1,269,0,
1164335992764828024,Loft in exklusiver Lage im Zentrum von München,Schwabing-West,48.17258,11.56402,Entire home/apt,91.0,1,13,9,2024-12-20
1164952436730836595,Lichtdurchflutete  Wohnung Nahe Deutsches Museum,Au-Haidhausen,48.12606,11.59041,Entire home/apt,116.0,150,350,0,
1164987696787249499,2 Zimmer für 4 Pers. 2  Doppelbetten eigenes Bad,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0821672134868,11.530521224053064,Private room,333.0,1,89,1,2024-06-21
1165025733914732117,Little München central,Altstadt-Lehel,48.1358195,11.5789749,Private room,67.0,1,62,21,2024-11-11
1165138178044579746,Dachterassen Maisonette Wohnung,Sendling,48.12105743493999,11.545383536645948,Entire home/apt,245.0,3,85,1,2024-08-27
1165342634323493132,Stilvolles Apartment am Isartor / Super Zentral,Ludwigsvorstadt-Isarvorstadt,48.1336022,11.5811365,Entire home/apt,129.0,4,14,6,2024-12-12
1165390702992899287,Wohnung in München,Bogenhausen,48.13841709725406,11.615495460692827,Entire home/apt,400.0,3,269,1,2024-06-21
1165602096837509483,Minimalistische moderne Wohnung,Schwabing-West,48.174,11.57332,Entire home/apt,95.0,1,78,9,2024-10-06
1165779028569066153,SweetHome,Aubing-Lochhausen-Langwied,48.13918,11.42028,Entire home/apt,300.0,1,260,10,2024-12-17
1165851677364302499,Zimmer in München - Bogenhausen,Bogenhausen,48.14979,11.6095,Private room,30.0,30,48,0,
1165995592548515832,Wohnung vermieten münchen,Sendling,48.11547,11.54766,Entire home/apt,95.0,3,265,2,2024-11-07
1166039375404919535,Zauberhafte Souterrainwohnung,Pasing-Obermenzing,48.16485783846464,11.485498231861609,Entire home/apt,70.0,2,266,6,2024-10-06
1166356705680061785,Villa Kunterbunt,Tudering-Riem,48.10327050005026,11.693631336092947,Entire home/apt,200.0,2,73,9,2024-11-18
1166366904383179268,Sua casa em Munique!,Sendling,48.10985577113127,11.539271123152522,Entire home/apt,179.0,4,24,13,2024-10-13
1166522433563880575,Apartment with Easy Connectivity,Moosach,48.18088787834333,11.509078049618909,Entire home/apt,70.0,107,173,0,
1166555438436467358,"2 Zimmer Wohnung, frisch renoviert",Feldmoching-Hasenbergl,48.20793876890247,11.54250495135784,Entire home/apt,100.0,30,360,0,
1166626527388088751,New Munich Center,Milbertshofen-Am Hart,48.18235126106043,11.570514495902373,Entire home/apt,144.0,1,89,0,
1166690325860078125,Gemütliches Privatzimmer,Sendling,48.11064459465649,11.551666036248209,Private room,56.0,1,365,26,2024-11-14
1166703319106212748,Schönes Business Apartment,Bogenhausen,48.147758292604586,11.604017200146489,Entire home/apt,111.0,14,89,0,
1167247747569310002,Green and quiet getaway in Munich,Tudering-Riem,48.11737,11.69665,Entire home/apt,299.0,3,188,4,2024-11-03
1167344611067341710,Charming Apartment at Castle,Neuhausen-Nymphenburg,48.15759,11.52132,Entire home/apt,590.0,3,247,11,2024-12-09
1167534182975108984,"Servus! Munich’s calling!
Large, quiet & calm room",Untergiesing-Harlaching,48.09363,11.56589,Private room,250.0,1,17,3,2024-09-01
1168047001538912373,Apartment Maxvorstadt,Maxvorstadt,48.14987,11.56006,Entire home/apt,200.0,1,269,6,2024-09-26
1168056326217647899,1-Zimmer-App Central Munich,Ludwigsvorstadt-Isarvorstadt,48.13761682967216,11.559733694707347,Entire home/apt,48.0,182,348,0,
1168094973767427961,Nice flat close to everything!,Obergiesing,48.11799252738124,11.583212914342791,Private room,109.0,1,178,3,2024-07-05
1168181905822526203,Im Herzen Münchens an der Isar,Ludwigsvorstadt-Isarvorstadt,48.124085906167664,11.56971244482106,Entire home/apt,170.0,1,263,1,2024-10-07
1168712057129216252,In 10 min zum Oktoberfest?,Sendling-Westpark,48.125321,11.5365639,Entire home/apt,194.0,1,10,11,2024-10-06
1168761560610256058,Simple city studio,Pasing-Obermenzing,48.1439526995616,11.47710698131162,Entire home/apt,67.0,3,38,13,2024-12-12
1168919420131609668,"Beautiful Apartment, top Location, private Garden",Schwabing-Freimann,48.161550192087226,11.581450673230613,Entire home/apt,294.0,2,56,17,2024-12-20
1168924857989146538,kl. Zimmer am Rand von München,Allach-Untermenzing,48.20099401523062,11.46529899155563,Private room,55.0,1,260,30,2024-12-08
1168936152661111826,Exclusive 2-floor Rooftop Loft,Au-Haidhausen,48.12498,11.5947,Entire home/apt,169.0,1,191,2,2024-12-07
1169281963675288350,欧洲杯最佳观赛公寓EuroCup viewing AP,Milbertshofen-Am Hart,48.1748657934484,11.552863150005756,Entire home/apt,159.0,1,265,1,2024-06-21
1169423599340677574,"Beautiful, Cozy and Modern",Untergiesing-Harlaching,48.111051296275946,11.565311124967106,Private room,60.0,2,297,7,2024-11-02
1169430670237488648,Mini innenhof Apartment in Bestlage,Ludwigsvorstadt-Isarvorstadt,48.13272,11.57941,Entire home/apt,93.0,2,113,50,2024-12-08
1169544135080870718,Idyllische Doppelhaus-Oase.,Laim,48.13478822549032,11.490896885142938,Entire home/apt,260.0,2,53,5,2024-09-22
1170106606198740019,Stylish room with balcony in the heart of Munich,Altstadt-Lehel,48.14028,11.58634,Private room,111.0,2,299,35,2024-12-12
1170204291537152977,Zimmer mit Trainingsmöglichkeit,Schwabing-Freimann,48.20622433057381,11.60911234519694,Private room,48.0,1,214,54,2024-12-21
1170302649498505206,Zimmer + eigenes Bad in München,Neuhausen-Nymphenburg,48.166968707593696,11.513868682086468,Private room,75.0,1,268,12,2024-12-04
1170365125226020189,Cozy 55 sqm Munich Apartment,Sendling-Westpark,48.13409793544301,11.524899817543696,Entire home/apt,130.0,2,70,4,2024-12-06
1170368872931630578,Familienfreundliche Wohnung im Franzosenviertel,Au-Haidhausen,48.12856085300405,11.601771523508123,Entire home/apt,200.0,3,8,4,2024-09-02
1170876661677356130,Schöne Wohnung in Neuhausen,Neuhausen-Nymphenburg,48.15744000000001,11.54803,Entire home/apt,686.0,1,199,0,
1170972048911580881,Hotel Kriemhild - Doppelzimmer,Neuhausen-Nymphenburg,48.15204235060245,11.511588242991628,Private room,134.0,1,233,1,2024-12-23
1171060065938594929,Gesamte Wohnung mit Balkon,Bogenhausen,48.1519243,11.6252493,Entire home/apt,146.0,2,144,13,2024-12-04
1171135328250700216,Munich center,Maxvorstadt,48.14230802449784,11.55957330487783,Entire home/apt,114.0,2,20,14,2024-12-09
1171481362349810081,Zentral in München Oberföhring,Bogenhausen,48.16294246184543,11.625787622753917,Entire home/apt,180.0,1,10,14,2024-12-18
1171576777505784971,Helle Wohnung,Neuhausen-Nymphenburg,48.15134,11.53676,Entire home/apt,170.0,1,269,2,2024-06-26
1171718250172304222,Beautiful Maisonette Apartment,Untergiesing-Harlaching,48.10808,11.57091,Entire home/apt,83.0,90,177,4,2024-10-05
1171718757763561029,Ruhiges Zimmer in Pasing,Pasing-Obermenzing,48.15124547869907,11.47023560600431,Private room,68.0,1,55,19,2024-11-14
1171728142887187575,U-Bahn vor der Tür: Wohnung Nähe Theresienwiese,Schwanthalerhöhe,48.13231,11.53285,Entire home/apt,160.0,1,25,4,2024-08-25
1171732752801400481,2Raumwhg im Herzen Münchens *1 Zi+ WohnKü+Balkon,Altstadt-Lehel,48.13485,11.57027,Entire home/apt,220.0,1,223,6,2024-12-07
1171802171501285718,HEART HOME - live in the heart of Munich,Altstadt-Lehel,48.13769,11.57893,Entire home/apt,721.0,1,322,4,2024-12-23
1171905949876119106,Apartment mit Blick ins Grüne,Feldmoching-Hasenbergl,48.198092436023295,11.52831045770288,Entire home/apt,85.0,2,157,7,2024-10-09
1172270424722822449,Schöne 2-Zi Whg (2min zur U3),Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10253,11.54674,Entire home/apt,250.0,2,21,3,2024-10-06
1172358547686436959,"Ruhiges Zimmer + Bad, zentrumnah.",Schwabing-West,48.17658,11.56764,Private room,50.0,3,132,27,2024-12-20
1172372030736310279,Apartment in the Heart of Munich,Schwabing-West,48.17051622617351,11.56726782879505,Entire home/apt,99.0,19,292,0,
1172455841985535434,Traumhaftes Apartment am Schlosskanal,Neuhausen-Nymphenburg,48.15865,11.52335,Entire home/apt,678.0,1,306,0,
1172565767955149124,Charming Apartment in Munich,Schwanthalerhöhe,48.134560447035,11.536939761289986,Entire home/apt,220.0,2,88,8,2024-10-06
1172598943291820607,Übernachtung mit Frühstück,Obergiesing,48.11092318029523,11.580519029349182,Private room,69.0,1,268,6,2024-12-22
1172666929363697857,Charmantes City-Apartment Perfekte Lage in München,Schwabing-West,48.17352,11.56566,Entire home/apt,250.0,1,5,9,2024-11-02
1173070541417623901,Munich Gem - 2 Bedroom Alpine View Tranquility,Ludwigsvorstadt-Isarvorstadt,48.1382036,11.5583221,Entire home/apt,281.0,1,308,18,2024-12-22
1173093222441838522,Gemütliches -Haus für 6-8 Personen,Allach-Untermenzing,48.18075,11.46582,Entire home/apt,280.0,4,77,6,2024-12-09
1173280838748952674,need 3 month or more? I open the  calendar for you,Sendling,48.1110318,11.5378942,Private room,60.0,61,85,0,
1173339825423574012,Trudering Zimmer für 3 Personen,Tudering-Riem,48.11147,11.66028,Private room,360.0,1,269,1,2024-06-21
1173856089019490554,Wohnen im Grünen,Sendling-Westpark,48.10516,11.53374,Private room,95.0,2,362,9,2024-11-12
1174060112324370944,Sunny room in Garden Apartment,Bogenhausen,48.16474756366914,11.631360030434251,Private room,154.0,1,234,2,2024-08-18
1174606692890876914,1-Zimmer-Apartment München Maxvorstadt,Maxvorstadt,48.15201544170993,11.553940787609331,Entire home/apt,160.0,1,265,14,2024-10-09
1174611696032341636,Truderin Zimmer für eine Person,Tudering-Riem,48.1118409061235,11.65991865372252,Private room,150.0,1,365,1,2024-06-21
1174633155429288297,Reiheneckhaus im Münchner Süden,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08655094589167,11.489305093940771,Entire home/apt,262.0,10,222,1,2024-08-30
1174704464082014422,Stylish Boutique Apartment in Haidhausen-Au,Au-Haidhausen,48.12693540195294,11.60180863580858,Entire home/apt,197.0,2,6,10,2024-10-06
1174704792572933836,Your home next to Hirschgarten,Neuhausen-Nymphenburg,48.147488,11.5197077,Entire home/apt,124.0,2,6,4,2024-07-11
1175060363301907588,Quiet room with private bathroom near Messe MUC,Bogenhausen,48.15692,11.65367,Private room,230.0,2,89,1,2024-06-20
1175144196728011090,Einzimmerwohnung ggü. Pinakothek,Maxvorstadt,48.14702565326088,11.571828291774043,Entire home/apt,130.0,3,161,4,2024-10-04
1175175955774439972,Schöne Wohnung in der Stadt!,Ludwigsvorstadt-Isarvorstadt,48.12803998894016,11.56414810688076,Entire home/apt,333.0,2,238,8,2024-12-20
1175228594351047159,helles Zimmer mit eigenem Bad,Schwabing-Freimann,48.1878772542177,11.617629047709933,Private room,120.0,1,269,0,
1175374225105645075,"Bunte, zentrale Unterkunft",Maxvorstadt,48.15662589002165,11.56093429656371,Private room,150.0,1,144,2,2024-09-29
1175385347160123858,"Bunte, zentrale Wohnung",Maxvorstadt,48.15537,11.56293,Entire home/apt,154.0,3,34,1,2024-08-11
